barcode,sku,weight,unit,subCategory,parentCategory,image128,image256,mrp
8906010367732,GRB Canned Gulab Jamun,1,kg,Sweets & Snacks,Biscuits & Snacks,https://media.goodbox.in/api_uploads/catalog_upload_20210317144626_8906010367732-removebg-preview.png,https://media.goodbox.in/api_uploads/catalog_upload_20210317144632_8906010367732-removebg-preview1.png,220.00
8906010367756,GRB Rasogolla,1,kg,Sweets & Snacks,Biscuits & Snacks,https://media.goodbox.in/api_uploads/catalog_upload_20210331122504_8906010367756-removebg-preview.png,https://media.goodbox.in/api_uploads/catalog_upload_20210331122510_8906010367756-removebg-preview_1.png,220.00
8906017510179,Manna Health Food Sattoo,150,gm,Biscuits & Cookies,Biscuits & Snacks,https://media.goodbox.in/qo/menu-images/Master+Grocery+Images/2020+images/dropbox+2/Mangharam Vanila Wafers 150 Gm.jpg,https://media.goodbox.in/qo/menu-images/Master+Grocery+Images/2020+images/dropbox+2/Mangharam Vanila Wafers 150 Gm.jpg,75.00
8906017510582,Mangharam Wafers Saffren Ras,75,gm,Biscuits & Cookies,Biscuits & Snacks,https://media.goodbox.in/qo/menu-images/Master+Grocery+Images/2020+images/dropbox+2/RB Mangharam Milk Cream Wafers 75 Gm.jpg,https://media.goodbox.in/qo/menu-images/Master+Grocery+Images/2020+images/dropbox+2/RB Mangharam Milk Cream Wafers 75 Gm.jpg,38.00
8906017510605,Mangharam Cafe Cappuccino Wafers,75,gm,Biscuits & Cookies,Biscuits & Snacks,https://media.goodbox.in/api_uploads/catalog_upload_20210804165315_8906017510605.png,https://media.goodbox.in/api_uploads/catalog_upload_20210804165325_8906017510605-removebg-preview_1.png,38.00
8906017510803,Mangharam Apple Kiwi Wafers,100,gm,Biscuits & Cookies,Biscuits & Snacks,https://media.goodbox.in/qo/menu-images/Master+Grocery+Images/2020+images/dropbox+2/RB Mangharam Apple Kiwi Cream Wafers 100 Gm.jpg,https://media.goodbox.in/qo/menu-images/Master+Grocery+Images/2020+images/dropbox+2/RB Mangharam Apple Kiwi Cream Wafers 100 Gm.jpg,50.00
8906017510902,Mangharam Vanilla Choco,100,gm,Chocolates & Candies,Biscuits & Snacks,https://media.goodbox.in/qo/menu-images/Master+Grocery+Images/18-12-17/128x128/8906017510902.jpg,https://media.goodbox.in/qo/menu-images/Master+Grocery+Images/18-12-17/256x256/8906017510902.jpg,50.00
8906017511008,Mangharam Vanilla Wafers,100,gm,Sweets & Snacks,Biscuits & Snacks,https://s3-ap-southeast-1.amazonaws.com/media.tsepak.com/New_updates_to_master_catalogue/Mangharam+Vanilla+Waffrs.JPG,https://s3-ap-southeast-1.amazonaws.com/media.tsepak.com/New_updates_to_master_catalogue/Mangharam+Vanilla+Waffrs.JPG,50.00
8906017511237,Mapro Pineapple Crush,100,gm,Biscuits & Cookies,Biscuits & Snacks,https://media.goodbox.in/qo/menu-images/Master+Grocery+Images/2020+images/dropbox+2/RB Mangharam Saffron Raspberry Cream Wafers 100 Gm.jpg,https://media.goodbox.in/qo/menu-images/Master+Grocery+Images/2020+images/dropbox+2/RB Mangharam Saffron Raspberry Cream Wafers 100 Gm.jpg,50.00
8906017511305,Manju Naphthalene Balls,100,gm,Biscuits & Cookies,Biscuits & Snacks,https://media.goodbox.in/qo/menu-images/Master+Grocery+Images/2020+images/dropbox+2/RB Mangharam Pista & Almond Cream Wafers 100 Gm.jpg,https://media.goodbox.in/qo/menu-images/Master+Grocery+Images/2020+images/dropbox+2/RB Mangharam Pista & Almond Cream Wafers 100 Gm.jpg,50.00
8906017861295,Bisk Farm Cheese Cream,1,pcs,Biscuits & Cookies,Biscuits & Snacks,https://media.goodbox.in/qo/menu-images/Galaxy256x256/8901928371505.jpg,https://media.goodbox.in/qo/menu-images/Galaxy256x256/8901928371505.jpg,10.00
8906017861318,Bisk Farm Suji Rusk,200,gm,Biscuits & Cookies,Biscuits & Snacks,https://media.goodbox.in/qo/menu-images/Galaxy256x256/8906017861349.jpg,https://media.goodbox.in/qo/menu-images/Galaxy256x256/8906017861318.jpg,27.00
8906017861325,Bisk Farm Top Gold,200,gm,Biscuits & Cookies,Biscuits & Snacks,https://media.goodbox.in/qo/menu-images/Galaxy256x256/8906017861325.jpg,https://media.goodbox.in/qo/menu-images/Galaxy256x256/8906017861325.jpg,30.00
8906020490154,Lal Besan Laddoo Premium,400,gm,Sweets & Snacks,Biscuits & Snacks,https://media.goodbox.in/qo/menu-images/01092017/256/Part+2/8906020490154.jpg,https://media.goodbox.in/qo/menu-images/01092017/256/Part+2/8906020490154.jpg,240.00
8906020490178,Lal Besan Laddoo,400,gm,Sweets & Snacks,Biscuits & Snacks,https://media.goodbox.in/qo/menu-images/31082017/128/Part+3/8906020490178.jpg,https://media.goodbox.in/qo/menu-images/31082017/256/Part+3/8906020490178.jpg,160.00
8906020490215,Lal Panjiri Laddoo,200,gm,Sweets & Snacks,Biscuits & Snacks,https://media.goodbox.in/qo/menu-images/01092017/128/Part+2/8906020490215.jpg,https://media.goodbox.in/qo/menu-images/01092017/256/Part+2/8906020490215.jpg,130.00
8906020490253,Lal Premium Soan Papdi,250,gm,Sweets & Snacks,Biscuits & Snacks,https://media.goodbox.in/qo/menu-images/01092017/128/Part+2/8906020490253.jpg,https://media.goodbox.in/qo/menu-images/01092017/256/Part+2/8906020490253.jpg,75.00
8906020490482,Layerr Wottagirl Heaven,200,gm,Sweets & Snacks,Biscuits & Snacks,https://media.goodbox.in/qo/menu-images/Master+Grocery+Images/2020+images/dropbox+2/Lal Boondi Laddoo Buy1 Get1 Free.jpg,https://media.goodbox.in/qo/menu-images/Master+Grocery+Images/2020+images/dropbox+2/Lal Boondi Laddoo Buy1 Get1 Free.jpg,140.00
8906020490543,Lal Dryfruits Halwa Bites,200,gm,Sweets & Snacks,Biscuits & Snacks,https://media.goodbox.in/qo/menu-images/MetroEezykart_128x128_Batch2/367620.jpg,https://media.goodbox.in/qo/menu-images/MetroEezykart_256x256_Batch1/367620.jpg,150.00
8906020490550,Lal Karachi Halwa,200,gm,Sweets & Snacks,Biscuits & Snacks,https://media.goodbox.in/qo/menu-images/01092017/128/Part+2/8906020490550.jpg,https://media.goodbox.in/qo/menu-images/01092017/256/Part+2/8906020490550.jpg,90.00
8906020490574,Lal Dharwad Peda,200,gm,Sweets & Snacks,Biscuits & Snacks,https://media.goodbox.in/qo/menu-images/MetroEezykart_128x128_Batch2/367621.jpg,https://media.goodbox.in/qo/menu-images/MetroEezykart_256x256_Batch1/367621.jpg,120.00
8906020490864,Lal Besan Laddoo,200,gm,Sweets & Snacks,Biscuits & Snacks,https://media.goodbox.in/api_uploads/catalog_upload_20210531152749_8906020490864-removebg-preview.png,https://media.goodbox.in/api_uploads/catalog_upload_20210531152757_8906020490864-removebg-preview_1.png,130.00
8906020491083,Shahi Soan Papdi Lal,200,gm,Sweets & Snacks,Biscuits & Snacks,https://media.goodbox.in/qo/menu-images/MetroEezykart_256x256_Batch1/367625.jpg,https://media.goodbox.in/qo/menu-images/MetroEezykart_256x256_Batch1/367625.jpg,125.00
8906020491090,Lal Mysorepak Classic,200,gm,Sweets & Snacks,Biscuits & Snacks,https://media.goodbox.in/qo/menu-images/Master+Grocery+Images/2020+images/dropbox+2/Lal Mysore Pak Classic 200 Gm.jpg,https://media.goodbox.in/qo/menu-images/Master+Grocery+Images/2020+images/dropbox+2/Lal Mysore Pak Classic 200 Gm.jpg,160.00
8906020491342,Lal Mysore Pak,200,gm,Sweets & Snacks,Biscuits & Snacks,https://media.goodbox.in/qo/menu-images/fresh+%26+more+grocessary/256x256/Ample+Images/5th+oct/8906020491342.jpg,https://media.goodbox.in/qo/menu-images/fresh+%26+more+grocessary/256x256/Ample+Images/5th+oct/8906020491342.jpg,150.00
8906020491359,Lal Mysore Pak,400,gm,Sweets & Snacks,Biscuits & Snacks,https://media.goodbox.in/qo/menu-images/Master+Grocery+Images/2020+images/dropbox+2/Lal Mysore Pak 200 Gm.jpg,https://media.goodbox.in/qo/menu-images/Master+Grocery+Images/2020+images/dropbox+2/Lal Mysore Pak 200 Gm.jpg,240.00
8906020491922,Lal Dodha Burfi,200,gm,Sweets & Snacks,Biscuits & Snacks,https://media.goodbox.in/api_uploads/catalog_upload_20210325161741_8906020491922-removebg-preview.png,https://media.goodbox.in/api_uploads/catalog_upload_20210325161748_8906020491922-removebg-preview_1.png,110.00
8906020844032,Dezire Sugarless Delight Ass,250,gm,Sweets & Snacks,Biscuits & Snacks,https://media.goodbox.in/qo/menu-images/Master+Grocery+Images/15-12-17/128x128/8906020844032.jpg,https://media.goodbox.in/qo/menu-images/Master+Grocery+Images/15-12-17/256x256/8906020844032.jpg,209.00
8906020845053,Dezire Sugar Free Laddu,250,gm,Sweets & Snacks,Biscuits & Snacks,https://media.goodbox.in/api_uploads/catalog_upload_20210317184458_8906020845053-removebg-preview.png,https://media.goodbox.in/api_uploads/catalog_upload_20210317184505_8906020845053-removebg-preview1.png,204.00
8906028030413,Hks Fancy Mixed Till,250,gm,Sweets & Snacks,Biscuits & Snacks,https://s3-ap-southeast-1.amazonaws.com/media.tsepak.com/New_updates_to_master_catalogue/8906028030413.jpg,https://s3-ap-southeast-1.amazonaws.com/media.tsepak.com/New_updates_to_master_catalogue/8906028030413.jpg,60.00
8906028030420,Hks Fancy Mixed Till,500,gm,Sweets & Snacks,Biscuits & Snacks,https://s3-ap-southeast-1.amazonaws.com/media.tsepak.com/New_updates_to_master_catalogue/8906028030420.jpg,https://s3-ap-southeast-1.amazonaws.com/media.tsepak.com/New_updates_to_master_catalogue/8906028030420.jpg,120.00
8906028030444,Hks Jaggery Cutting,250,gm,Sweets & Snacks,Biscuits & Snacks,https://s3-ap-southeast-1.amazonaws.com/media.tsepak.com/New_updates_to_master_catalogue/8906028030444.jpg,https://s3-ap-southeast-1.amazonaws.com/media.tsepak.com/New_updates_to_master_catalogue/8906028030444.jpg,90.00
8906028030468,Hks Roasted Groundnuts,250,gm,Sweets & Snacks,Biscuits & Snacks,https://s3-ap-southeast-1.amazonaws.com/media.tsepak.com/New_updates_to_master_catalogue/8906028030468.jpg,https://s3-ap-southeast-1.amazonaws.com/media.tsepak.com/New_updates_to_master_catalogue/8906028030468.jpg,80.00
8906028030475,Hks Roasted Groundnuts,500,gm,Sweets & Snacks,Biscuits & Snacks,https://s3-ap-southeast-1.amazonaws.com/media.tsepak.com/New_updates_to_master_catalogue/8906028030475.jpg,https://s3-ap-southeast-1.amazonaws.com/media.tsepak.com/New_updates_to_master_catalogue/8906028030475.jpg,150.00
8906028030505,Hks Copra Cutting,100,gm,Sweets & Snacks,Biscuits & Snacks,https://s3-ap-southeast-1.amazonaws.com/media.tsepak.com/New_updates_to_master_catalogue/8906028030505.jpg,https://s3-ap-southeast-1.amazonaws.com/media.tsepak.com/New_updates_to_master_catalogue/8906028030505.jpg,56.00
8906028391521,Condiments Munees,180,gm,Sweets & Snacks,Biscuits & Snacks,https://media.goodbox.in/api_uploads/catalog_upload_20210820201736_8906028391521-removebg-preview.png,https://media.goodbox.in/api_uploads/catalog_upload_20210820201748_8906028391521-removebg-preview_1.png,80.00
8906028391538,Pepper Banana Munees Condiments,180,gm,Sweets & Snacks,Biscuits & Snacks,https://media.goodbox.in/qo/mrp/images/localcatalog/20190930/24657501.jpg,https://media.goodbox.in/qo/mrp/images/localcatalog/20190930/24657501.jpg,80.00
8906028391552,Banana Sweet Upperi Munees Condiments,180,gm,Sweets & Snacks,Biscuits & Snacks,https://media.goodbox.in/api_uploads/catalog_upload_20210820201657_8906028391552-removebg-preview.png,https://media.goodbox.in/api_uploads/catalog_upload_20210820201704_8906028391552-removebg-preview_1.png,90.00
8906028391569,Munees Condiments Fruit Banana Chips,180,gm,Sweets & Snacks,Biscuits & Snacks,https://media.goodbox.in/api_uploads/catalog_upload_20210820202721_8906028391569-removebg-preview.png,https://media.goodbox.in/api_uploads/catalog_upload_20210820202736_8906028391569-removebg-preview_1.png,100.00
8906028391583,Topioca Chips Round Munees Condiments,180,gm,Chips & Crisps,Biscuits & Snacks,https://media.goodbox.in/api_uploads/catalog_upload_20210531150550_8906028391583-removebg-preview.png,https://media.goodbox.in/api_uploads/catalog_upload_20210531150557_8906028391583-removebg-preview_1.png,60.00
8906028391590,Potato Chips Munees Condiments,100,gm,Chips & Crisps,Biscuits & Snacks,https://media.goodbox.in/qo/mrp/images/localcatalog/20190930/24657479.jpg,https://media.goodbox.in/qo/mrp/images/localcatalog/20190930/24657479.jpg,40.00
8906028391606,Munees Condiments Jack Fruit Chips,180,gm,Chips & Crisps,Biscuits & Snacks,https://media.goodbox.in/api_uploads/catalog_upload_20210820201820_8906028391606-removebg-preview.png,https://media.goodbox.in/api_uploads/catalog_upload_20210820201829_8906028391606-removebg-preview_1.png,100.00
8906028391637,Kara Boondi Munees Condiments,180,gm,Sweets & Snacks,Biscuits & Snacks,https://media.goodbox.in/qo/mrp/images/localcatalog/20190930/24657465.jpg,https://media.goodbox.in/qo/mrp/images/localcatalog/20190930/24657465.jpg,50.00
8906028391644,Corn Flakes Mixture Munees Condiments,180,gm,Sweets & Snacks,Biscuits & Snacks,https://media.goodbox.in/qo/mrp/images/localcatalog/20190930/24657382.jpg,https://media.goodbox.in/qo/mrp/images/localcatalog/20190930/24657382.jpg,50.00
8906028391668,Congress Munees Condiments,180,gm,Chips & Crisps,Biscuits & Snacks,https://media.goodbox.in/qo/mrp/images/localcatalog/20190930/24655067.jpg,https://media.goodbox.in/qo/mrp/images/localcatalog/20190930/24655067.jpg,65.00
8906028391682,Peanuts Salted Munees Condiments,180,gm,Sweets & Snacks,Biscuits & Snacks,https://media.goodbox.in/api_uploads/catalog_upload_20210531153016_8906028391682-removebg-preview.png,https://media.goodbox.in/api_uploads/catalog_upload_20210531153025_8906028391682-removebg-preview_1.png,65.00
8906028391699,My Little Activity Book 2,180,gm,Sweets & Snacks,Biscuits & Snacks,https://media.goodbox.in/qo/menu-images/Galaxy256x256/9788124325087.jpg,https://media.goodbox.in/qo/menu-images/Galaxy256x256/9788124325087.jpg,65.00
8906028391712,Munees Condiments Ballarke Dall,180,gm,Chips & Crisps,Biscuits & Snacks,https://media.goodbox.in/qo/mrp/images/localcatalog/20190930/24657531.jpg,https://media.goodbox.in/qo/mrp/images/localcatalog/20190930/24657531.jpg,65.00
8906028391729,Rice Murku Munees Condiments,180,gm,Chips & Crisps,Biscuits & Snacks,https://media.goodbox.in/qo/mrp/images/localcatalog/20190930/24657557.jpg,https://media.goodbox.in/qo/mrp/images/localcatalog/20190930/24657557.jpg,55.00
8906028391750,Bomaby Mixture Munees Condiments,180,gm,Sweets & Snacks,Biscuits & Snacks,https://media.goodbox.in/api_uploads/catalog_upload_20210531152244_8906028391750-removebg-preview.png,https://media.goodbox.in/api_uploads/catalog_upload_20210531152253_8906028391750-removebg-preview_1.png,50.00
8906028391828,Moong Dall Masala Munees Condiments,180,gm,Chips & Crisps,Biscuits & Snacks,https://media.goodbox.in/qo/mrp/images/localcatalog/20190930/24657534.jpg,https://media.goodbox.in/qo/mrp/images/localcatalog/20190930/24657534.jpg,65.00
8906028391873,Palak Murku Munees Condiments,180,gm,Chips & Crisps,Biscuits & Snacks,https://media.goodbox.in/api_uploads/catalog_upload_20210531150050_8906028391873-removebg-preview.png,https://media.goodbox.in/api_uploads/catalog_upload_20210531150100_8906028391873-removebg-preview_1.png,60.00
8906028391880,Special Nice Mixture Munees Condiments,180,gm,Sweets & Snacks,Biscuits & Snacks,https://media.goodbox.in/qo/mrp/images/localcatalog/20190930/24657493.jpg,https://media.goodbox.in/qo/mrp/images/localcatalog/20190930/24657493.jpg,60.00
8906028391897,Munees Kara Puri,200,gm,Sweets & Snacks,Biscuits & Snacks,https://media.goodbox.in/qo/mrp/images/localcatalog/20190930/24654994.jpg,https://media.goodbox.in/qo/mrp/images/localcatalog/20190930/24654994.jpg,50.00
8906028391903,Munees Condiments Banana Chips 4 Cuts,180,gm,Chips & Crisps,Biscuits & Snacks,https://media.goodbox.in/api_uploads/catalog_upload_20210820202639_8906028391903-removebg-preview.png,https://media.goodbox.in/api_uploads/catalog_upload_20210820202654_8906028391903-removebg-preview_1.png,100.00
8906028391927,Special Butter Murku,180,gm,Chips & Crisps,Biscuits & Snacks,https://media.goodbox.in/api_uploads/catalog_upload_20210531150402_8906028391927-removebg-preview.png,https://media.goodbox.in/api_uploads/catalog_upload_20210531150411_8906028391927-removebg-preview_1.png,60.00
8906032230052,Karthika Pazham Varuthath,175,gm,Sweets & Snacks,Biscuits & Snacks,https://media.goodbox.in/qo/menu-images/fresh+%26+more+grocessary/256x256/Plus+point+Exclusive/8906032230052.jpg,https://media.goodbox.in/qo/menu-images/fresh+%26+more+grocessary/256x256/Plus+point+Exclusive/8906032230052.jpg,90.00
8906032230120,Kavthika Chips Banana Chips,165,gm,Chips & Crisps,Biscuits & Snacks,https://media.goodbox.in/qo/mrp/images/localcatalog/20190930/24655818.jpg,https://media.goodbox.in/qo/mrp/images/localcatalog/20190930/24655818.jpg,90.00
8906032230243,Karthika Banana Chips,175,gm,Sweets & Snacks,Biscuits & Snacks,https://media.goodbox.in/qo/menu-images/fresh+%26+more+grocessary/256x256/Plus+point+Exclusive/8906032230243.jpg,https://media.goodbox.in/qo/menu-images/fresh+%26+more+grocessary/256x256/Plus+point+Exclusive/8906032230243.jpg,90.00
8906033740574,Mc Vities Hobnobs Biscuits,120,gm,Biscuits & Cookies,Biscuits & Snacks,https://media.goodbox.in/sku_images/mc_vities_hobnobs_biscuits_120_gm_128.jpg,https://media.goodbox.in/sku_images/mc_vities_hobnobs_biscuits_120_gm_256.jpg,45.00
8906033740734,Mc Vities Fruit Bakes Biscuits,150,gm,Biscuits & Cookies,Biscuits & Snacks,https://media.goodbox.in/sku_images/mc_vities_fruit_bakes_biscuits_150_gm_128.jpg,https://media.goodbox.in/sku_images/mc_vities_fruit_bakes_biscuits_150_gm_256.jpg,40.00
8906064940073,Kudkys Emali,100,gm,Chocolates & Candies,Biscuits & Snacks,https://media.goodbox.in/qo/mrp/images/localcatalog/20190930/24655047.jpg,https://media.goodbox.in/qo/mrp/images/localcatalog/20190930/24655047.jpg,35.00
8906065030131,Karachis 2-In-1 Fruit & Almond Biscuits,400,gm,Biscuits & Cookies,Biscuits & Snacks,https://media.goodbox.in/api_uploads/catalog_upload_20210317184749_8906065030131-removebg-preview.png,https://media.goodbox.in/api_uploads/catalog_upload_20210317184756_8906065030131-removebg-preview1.png,210.00
8906065030292,Karachis 2-In-1 Fruit & Pista Almond Biscuit,400,gm,Biscuits & Cookies,Biscuits & Snacks,https://media.goodbox.in/api_uploads/catalog_upload_20210317184626_8906065030292-removebg-preview.png,https://media.goodbox.in/api_uploads/catalog_upload_20210317184637_8906065030292-removebg-preview1.png,210.00
8906065030971,Karachi Bakery Almond Biscuits,400,gm,Biscuits & Cookies,Biscuits & Snacks,https://media.goodbox.in/api_uploads/catalog_upload_20210706150545_8906065030971-removebg-preview.png,https://media.goodbox.in/api_uploads/catalog_upload_20210706150606_8906065030971-removebg-preview_1.png,210.00
8906065031039,Karachis 2-In-1 Fruit & Kesar Pista Biscuits,400,gm,Biscuits & Cookies,Biscuits & Snacks,https://media.goodbox.in/qo/menu-images/Master+Grocery+Images/2020+images/dropbox+2/Karachi Bakery Pista Biscuits 400 Gm.jpg,https://media.goodbox.in/qo/menu-images/Master+Grocery+Images/2020+images/dropbox+2/Karachi Bakery Pista Biscuits 400 Gm.jpg,210.00
8906065031046,Kato Straberry Juice,400,gm,Biscuits & Cookies,Biscuits & Snacks,https://media.goodbox.in/qo/menu-images/Master+Grocery+Images/2020+images/dropbox+2/Karachi Bakery 2 In 1 Fruit & Cashew Biscuits 400 Gm.jpg,https://media.goodbox.in/qo/menu-images/Master+Grocery+Images/2020+images/dropbox+2/Karachi Bakery 2 In 1 Fruit & Cashew Biscuits 400 Gm.jpg,210.00
8906065450038,Gone Mad Cashew Mithai,12,gm,Chocolates & Candies,Biscuits & Snacks,https://media.goodbox.in/qo/menu-images/Master+Grocery+Images/01-12-2017/256/-8906065450038_1_burned.jpg,https://media.goodbox.in/qo/menu-images/Master+Grocery+Images/01-12-2017/256/-8906065450038_1_burned.jpg,5.00
8906065458171,Gone Mad Premium Coffee Sticks,100,gm,Chocolates & Candies,Biscuits & Snacks,https://media.goodbox.in/api_uploads/catalog_upload_20210618104811_8906065458171-removebg-preview.png,https://media.goodbox.in/api_uploads/catalog_upload_20210618104820_8906065458171-removebg-preview_1.png,60.00
8906065458218,Gone Mad Gang Of Premium Badam Sticks,100,gm,Sweets & Snacks,Biscuits & Snacks,https://media.goodbox.in/qo/menu-images/2020/eezykart+images/8906065458218.png,https://media.goodbox.in/qo/menu-images/2020/eezykart+images/8906065458218.png,60.00
8906065458225,Gone Mad Premium Dark Choco Sticks,100,gm,Chocolates & Candies,Biscuits & Snacks,https://media.goodbox.in/api_uploads/catalog_upload_20210618104843_8906065458225-removebg-preview.png,https://media.goodbox.in/api_uploads/catalog_upload_20210618104850_8906065458225-removebg-preview_1.png,50.00
8906066320279,All Thats Good Nachos Sweet Jalapeno,125,gm,Chips & Crisps,Biscuits & Snacks,https://media.goodbox.in/api_uploads/catalog_upload_20210317182109_8906066320279-removebg-preview1.png,https://media.goodbox.in/api_uploads/catalog_upload_20210317182112_8906066320279-removebg-preview1.png,75.00
8906066320293,All Thats Good Sweet Jalapeno,60,gm,Sweets & Snacks,Biscuits & Snacks,https://media.goodbox.in/qo/menu-images/Master+Grocery+Images/2020+images/dropbox+2/All That's Good Sweet Jalapeno.jpg,https://media.goodbox.in/qo/menu-images/Master+Grocery+Images/2020+images/dropbox+2/All That's Good Sweet Jalapeno.jpg,35.00
8906083132503,Aura Andhra Ring Murukku,170,gm,Sweets & Snacks,Biscuits & Snacks,https://media.goodbox.in/qo/menu-images/Master+Grocery+Images/2020+images/dropbox+2/Aura Andhra Ring Murukku.jpg,https://media.goodbox.in/qo/menu-images/Master+Grocery+Images/2020+images/dropbox+2/Aura Andhra Ring Murukku.jpg,68.00
8906083132527,Aura Onion Murukku,170,gm,Sweets & Snacks,Biscuits & Snacks,https://media.goodbox.in/qo/menu-images/Master+Grocery+Images/2020+images/dropbox+2/Aura Onion Murukku.jpg,https://media.goodbox.in/qo/menu-images/Master+Grocery+Images/2020+images/dropbox+2/Aura Onion Murukku.jpg,60.00
8906083132558,Aura Potato Chips Chilli,100,gm,Chips & Crisps,Biscuits & Snacks,https://media.goodbox.in/qo/menu-images/Master+Grocery+Images/2020+images/dropbox+2/Aura Potato Chips Chilli.jpg,https://media.goodbox.in/qo/menu-images/Master+Grocery+Images/2020+images/dropbox+2/Aura Potato Chips Chilli.jpg,50.00
8906095290628,Adukale Rice Kodubale Rings,180,gm,Sweets & Snacks,Biscuits & Snacks,https://media.goodbox.in/qo/menu-images/Master+Grocery+Images/2020+images/dropbox+2/Adukale Rice Kodubale Rings.jfif,https://media.goodbox.in/qo/menu-images/Master+Grocery+Images/2020+images/dropbox+2/Adukale Rice Kodubale Rings.jfif,70.00
8906095290635,Adukale Onion Kodubale,180,gm,Sweets & Snacks,Biscuits & Snacks,https://media.goodbox.in/qo/menu-images/Master+Grocery+Images/2020+images/dropbox+2/Adukale Onion Kodubale.jfif,https://media.goodbox.in/qo/menu-images/Master+Grocery+Images/2020+images/dropbox+2/Adukale Onion Kodubale.jfif,70.00
8908001017848,Cornitos Peri Peri,60,gm,Chips & Crisps,Biscuits & Snacks,https://media.goodbox.in/qo/menu-images/MetroEezykart_128x128_Batch2/8908001017848.jpg,https://media.goodbox.in/qo/menu-images/MetroEezykart_256x256_Batch1/8908001017848.jpg,35.00
8908001017855,Cornitos Nacho Crisps - Peri Peri,150,gm,Chips & Crisps,Biscuits & Snacks,https://media.goodbox.in/qo/menu-images/MetroEezykart_128x128_Batch2/8908001017855.jpg,https://media.goodbox.in/qo/menu-images/MetroEezykart_256x256_Batch1/8908001017855.jpg,85.00
8908001017916,Cornitos Tikka Masala,150,gm,Chips & Crisps,Biscuits & Snacks,https://media.goodbox.in/qo/menu-images/MetroEezykart_128x128_Batch2/8908001017916.jpg,https://media.goodbox.in/qo/menu-images/MetroEezykart_256x256_Batch1/8908001017916.jpg,85.00
8908001588010,Haloo Simply Luscious Jelly Gems,100,gm,Chocolates & Candies,Biscuits & Snacks,https://media.goodbox.in/qo/menu-images/Master+Grocery+Images/01-12-2017/256/-8908001588010_1_burned.jpg,https://media.goodbox.in/qo/menu-images/Master+Grocery+Images/01-12-2017/256/-8908001588010_1_burned.jpg,40.00
8908001588027,Haloo Simply Luscious Jelly Tickles,100,gm,Chocolates & Candies,Biscuits & Snacks,https://media.goodbox.in/qo/menu-images/Master+Grocery+Images/01-12-2017/256/-8908001588027_1_burned.jpg,https://media.goodbox.in/qo/menu-images/Master+Grocery+Images/01-12-2017/256/-8908001588027_1_burned.jpg,40.00
8908001588034,Haloo Boondi Ladoo,6,pcs,Sweets & Snacks,Biscuits & Snacks,https://media.goodbox.in/qo/mrp/images/localcatalog/20190915/24164424.jpg,https://media.goodbox.in/qo/mrp/images/localcatalog/20190915/24164424.jpg,60.00
8908001588140,Asal The Sign Of Good Taste Cherrys,140,gm,Sweets & Snacks,Biscuits & Snacks,https://media.goodbox.in/qo/mrp/images/localcatalog/20190930/24659174.jpg,https://media.goodbox.in/qo/mrp/images/localcatalog/20190930/24659174.jpg,80.00
8908001588157,Asal Magic Balls,100,gm,Chocolates & Candies,Biscuits & Snacks,https://media.goodbox.in/qo/menu-images/Master+Grocery+Images/01-12-2017/128/-8908001588157_1_burned.jpg,https://media.goodbox.in/qo/menu-images/Master+Grocery+Images/01-12-2017/256/-8908001588157_1_burned.jpg,25.00
8908001588171,Asal Jelly Pop,100,gm,Chocolates & Candies,Biscuits & Snacks,https://media.goodbox.in/qo/mrp/images/localcatalog/20190930/24659156.jpg,https://media.goodbox.in/qo/mrp/images/localcatalog/20190930/24659156.jpg,40.00
8908001588195,Asal The Sign Of Good Taste Special Tutyfruty,100,gm,Sweets & Snacks,Biscuits & Snacks,https://media.goodbox.in/qo/mrp/images/localcatalog/20190930/24659171.jpg,https://media.goodbox.in/qo/mrp/images/localcatalog/20190930/24659171.jpg,30.00
8908001588379,Haloo Candy,150,gm,Chocolates & Candies,Biscuits & Snacks,https://media.goodbox.in/qo/menu-images/Master+Grocery+Images/01-12-2017/256/-8908001588379_1_burned.jpg,https://media.goodbox.in/qo/menu-images/Master+Grocery+Images/01-12-2017/256/-8908001588379_1_burned.jpg,40.00
8908001588393,Asal Crunchy Ball,100,gm,Sweets & Snacks,Biscuits & Snacks,https://media.goodbox.in/api_uploads/catalog_upload_20210531151902_8908001588393-removebg-preview.png,https://media.goodbox.in/api_uploads/catalog_upload_20210531151909_8908001588393-removebg-preview_1.png,25.00
8908001588409,Asal Peanut Bar,100,gm,Sweets & Snacks,Biscuits & Snacks,https://media.goodbox.in/api_uploads/catalog_upload_20210618102508_8908001588409-removebg-preview.png,https://media.goodbox.in/api_uploads/catalog_upload_20210618102515_8908001588409-removebg-preview_1.png,40.00
8908001588416,Asal Peanut Fine,100,gm,Sweets & Snacks,Biscuits & Snacks,https://media.goodbox.in/api_uploads/catalog_upload_20210531151929_8908001588416-removebg-preview.png,https://media.goodbox.in/api_uploads/catalog_upload_20210531151936_8908001588416-removebg-preview_1.png,40.00
8908001588423,Haloo Simply Luscious Imli Golli,100,gm,Chocolates & Candies,Biscuits & Snacks,https://media.goodbox.in/api_uploads/catalog_upload_20210618104910_8908001588423-removebg-preview.png,https://media.goodbox.in/api_uploads/catalog_upload_20210618104917_8908001588423-removebg-preview_1.png,40.00
